created_at,tweet_text,cleaned_text,sentiment_score
2023-04-18 17:57:39+00:00,"Rumors of Apple's new Mixed Reality Headset have investors watching $AAPL. Trading at $166.42, will the product launch cause the stock price to rise? Share your thoughts below! #AAPL #Apple #StockMarket #Investing #MixedReality https://t.co/sa97MZ3CWc","rumors of apple's new mixed reality headset have investors watching $aapl. trading at $166.42, will the product launch cause the stock price to rise? share your thoughts below! aapl apple stockmarket investing mixedreality ",0.3595
2023-04-18 17:57:18+00:00,"Apple's $AAPL New Mixed Reality Headset is expected to debut at a June event with a price tag somewhere around $3,000 https://t.co/yuwVFcdcGh","apple's $aapl new mixed reality headset is expected to debut at a june event with a price tag somewhere around $3,000 ",0.0
2023-04-18 17:55:51+00:00,$AAPL Apple Inc. has filed for FCC ID approval on A2871 Wireless Earbud  https://t.co/zM42qYrvYW,$aapl apple inc. has filed for fcc id approval on a2871 wireless earbud  ,0.4767
2023-04-18 17:55:06+00:00,"$AAPL Apple and India is YEARS in the making...
https://t.co/knVWudaaTh","$aapl apple and india is years in the making...
",0.0
2023-04-18 17:52:05+00:00,"Apple $AAPL launches high-yield #savings account with a 4.15% APYâ€”hereâ€™s what savers need to know https://t.co/Aw0nIHeiGR 

$BAC $FRC $C $JPM #banking #stocks #fintech #investing #trading #tuesdayvibe #tuesdaymotivations #TuesdayMotivaton #money #family #solarenergy

$BRQS

$INVO","apple $aapl launches high-yield savings account with a 4.15% apyâ€”hereâ€™s what savers need to know  

$bac $frc $c $jpm banking stocks fintech investing trading tuesdayvibe tuesdaymotivations tuesdaymotivaton money family solarenergy

$brqs

$invo",0.0
2023-04-18 17:51:27+00:00,$AAPL NEW ARTICLE : Taiwan Apple Supplier Yageo Unveils Latest Investment In Europe https://t.co/UPBBwezh7t https://t.co/hoQbhmiDXC,$aapl new article : taiwan apple supplier yageo unveils latest investment in europe  ,0.0
2023-04-18 17:51:13+00:00,$AAPL $NASDAQ NEW ARTICLE : Analysts Upbeat About Appleâ€™s (NASDAQ:AAPL) Expansion into India https://t.co/OiAG43plJu,$aapl $nasdaq new article : analysts upbeat about appleâ€™s (nasdaq:aapl) expansion into india ,0.0
2023-04-18 17:51:05+00:00,"Apple's fight against iPhone sideloading was pointless at best, harmful at worst https://t.co/C0c9FvjF1B $AAPL https://t.co/4s9r4dCqHh","apple's fight against iphone sideloading was pointless at best, harmful at worst  $aapl ",-0.3612
2023-04-18 17:48:35+00:00,"@scottsinvesting Itâ€™s not just cruises. Itâ€™s also parks. Most of $DIS value is locked into elements which donâ€™t remotely fit with $AAPL business approach. 

There are parallels and Apple TV does need streaming content but I would give this a 0% chance of happening."," itâ€™s not just cruises. itâ€™s also parks. most of $dis value is locked into elements which donâ€™t remotely fit with $aapl business approach. 

there are parallels and apple tv does need streaming content but i would give this a 0% chance of happening.",0.6227
2023-04-18 17:45:18+00:00,"It's 4PM on a Friday and $AAPL is trading at $166.18. Tech stocks are volatile, but with the right research and analysis, they can be a great way to make money. Who else is looking to make money off of Apple Inc. right now? #Apple #AAPL #StockMarket #Investing https://t.co/tyz2hMzHtL","it's 4pm on a friday and $aapl is trading at $166.18. tech stocks are volatile, but with the right research and analysis, they can be a great way to make money. who else is looking to make money off of apple inc. right now? apple aapl stockmarket investing ",0.7684
2023-04-18 17:43:58+00:00,"$AAPL - Apple developing sports, gaming, wellness apps for new headset","$aapl - apple developing sports, gaming, wellness apps for new headset",0.4404
2023-04-18 17:41:52+00:00,"Goldman Sachs is watching for 'cannibalization' from Apple's new savings account
https://t.co/H5JVqacMxn
More news about $AAPL on #TickerTick https://t.co/m62JCDIsJ3","goldman sachs is watching for 'cannibalization' from apple's new savings account

more news about $aapl on tickertick ",0.0
2023-04-18 17:40:34+00:00,$AAPL Apple opens its first store in India as it looks for a new generation of iPhone users https://t.co/88HFiaVXyU,$aapl apple opens its first store in india as it looks for a new generation of iphone users ,0.0
2023-04-18 17:40:34+00:00,$AAPL Apple Offers 4.15% High-Yield Savings For Apple Card Users https://t.co/IwR5OvTd0c,$aapl apple offers 4.15% high-yield savings for apple card users ,0.0
2023-04-18 17:40:34+00:00,"@MoneyRehab_ But part of me wants more out of being a $AAPL investor,

ApplePay only started being functional recently (though the functionality is limited to just tapping) 
Now thereâ€™s Apple Card and I know SA will be the last to get it.
Divs are nice yeah but we deserve fast adoption too."," but part of me wants more out of being a $aapl investor,

applepay only started being functional recently (though the functionality is limited to just tapping) 
now thereâ€™s apple card and i know sa will be the last to get it.
divs are nice yeah but we deserve fast adoption too.",0.631
2023-04-18 17:40:33+00:00,$AAPL Apple CEO Tim Cook heads to India for the countrys first store openings https://t.co/SMPId2zS3G,$aapl apple ceo tim cook heads to india for the countrys first store openings ,0.0
2023-04-18 17:37:36+00:00,"$AAPL | Apple Readies Arsenal Of Apps For New Headset, Aiming To Win Over Wary Users - @business 
https://t.co/hnUgCmX2UX","$aapl | apple readies arsenal of apps for new headset, aiming to win over wary users -  
",0.5859
2023-04-18 17:35:45+00:00,"Is $AAPL getting serious about #fintech? @Apple Credit card, #BNPL, and now this - a high-yield #savings account for #AppleCard holders thru @GoldmanSachs:  https://t.co/DQmdYqRRWU","is $aapl getting serious about fintech?  credit card, bnpl, and now this - a high-yield savings account for applecard holders thru :  ",0.3182
2023-04-18 17:35:00+00:00,"Options + Stock Alerts
Discord link below

https://t.co/q4xjTvLR7u

$APT $JAKK $DYNT $SPV $LMND $GNUS $GRAF $BIOL $NOVN $WKHS $CARV $SPY $SOLO $W $JAGX $INO $BYFC $TSLA $SPX $BOXL $AAPL $AYRO $BNGO $DKNG $APPL https://t.co/VcPgdUAzkP","options + stock alerts
discord link below



$apt $jakk $dynt $spv $lmnd $gnus $graf $biol $novn $wkhs $carv $spy $solo $w $jagx $ino $byfc $tsla $spx $boxl $aapl $ayro $bngo $dkng $appl ",-0.4019
2023-04-18 17:33:42+00:00,"Iâ€™m really curious to get more info about this at WWDC. 

Can Apple still make new hit products? $AAPL https://t.co/NMIGlZG7SQ","iâ€™m really curious to get more info about this at wwdc. 

can apple still make new hit products? $aapl ",0.3804
2023-04-18 17:32:00+00:00,Savings Take Center Stage as Apple Builds Financial Ecosystem https://t.co/Z44OvUizjQ $AAPL,savings take center stage as apple builds financial ecosystem  $aapl,0.0
2023-04-18 17:27:31+00:00,Apple Racing To Build Trove Of Headset Apps Ahead Of June Debut; Apple Is Working With Third-Party Developers On Headset Apps; Apple Headset To Feature Eye Scanning For Unlocking The Device $AAPL https://t.co/PPsYZGmHEi @benzinga,apple racing to build trove of headset apps ahead of june debut; apple is working with third-party developers on headset apps; apple headset to feature eye scanning for unlocking the device $aapl  ,0.0
2023-04-18 17:26:41+00:00,"Apple is building a large library of software and services for its upcoming mixed-reality headset, according to Bloomberg.

Offerings reportedly include games, fitness tools, services for watching sports, and more.

The ~$3,000 device is expected to be revealed in June.

$AAPL","apple is building a large library of software and services for its upcoming mixed-reality headset, according to bloomberg.

offerings reportedly include games, fitness tools, services for watching sports, and more.

the ~$3,000 device is expected to be revealed in june.

$aapl",0.2732
2023-04-18 17:26:29+00:00,"Insane how many cool projects $AAPL is introducing. Mainly, the 4.15% interest savings account with no minimum. Iâ€™m forever bullish on Apple. Theyâ€™re about to be a bigger bank than JP Morgan.","insane how many cool projects $aapl is introducing. mainly, the 4.15% interest savings account with no minimum. iâ€™m forever bullish on apple. theyâ€™re about to be a bigger bank than jp morgan.",0.296
2023-04-18 17:26:09+00:00,"Apple developing sports, gaming, wellness apps for new headset
$AAPL
#Ainvest #Ainvest_Wire #market #tradingsignals #tradingpsychology 
View more: https://t.co/RoG3eime4L https://t.co/qSFCzponpl","apple developing sports, gaming, wellness apps for new headset
$aapl
ainvest ainvest_wire market tradingsignals tradingpsychology 
view more:  ",0.4404
2023-04-18 17:24:04+00:00,"$AAPL APPLE DEVELOPING SPORTS, GAMING, WELLNESS APPS FOR NEW HEADSET","$aapl apple developing sports, gaming, wellness apps for new headset",0.4404
2023-04-18 17:23:49+00:00,"APPLE $AAPL IS DEVELOPING SPORTS, GAMING, AND WELLNESS APPS FOR ITS UPCOMING NEW METAVERSE HEADSET","apple $aapl is developing sports, gaming, and wellness apps for its upcoming new metaverse headset",0.4404
2023-04-18 17:23:36+00:00,"APPLE DEVELOPING SPORTS, GAMING, WELLNESS APPS FOR NEW HEADSET $AAPL","apple developing sports, gaming, wellness apps for new headset $aapl",0.4404
2023-04-18 17:23:23+00:00,"$AAPL - APPLE DEVELOPING SPORTS, GAMING, WELLNESS APPS FOR NEW HEADSET","$aapl - apple developing sports, gaming, wellness apps for new headset",0.4404
2023-04-18 17:23:06+00:00,"*Apple Is Working With Third-Party Developers on Headset Apps

â€‹*Apple Headset to Feature Eye Scanning for Unlocking the Device $AAPL","*apple is working with third-party developers on headset apps

â€‹*apple headset to feature eye scanning for unlocking the device $aapl",0.0
2023-04-18 17:22:55+00:00,"*APPLE DEVELOPING SPORTS, GAMING, WELLNESS APPS FOR NEW HEADSET

$AAPL","*apple developing sports, gaming, wellness apps for new headset

$aapl",0.4404
2023-04-18 17:22:55+00:00,"Apple Developing Sports, Gaming, and Wellness Apps for Upcoming Headset Release 
$AAPL","apple developing sports, gaming, and wellness apps for upcoming headset release 
$aapl",0.4404
2023-04-18 17:22:53+00:00,"$AAPL - APPLE DEVELOPING SPORTS, GAMING, WELLNESS APPS FOR NEW HEADSET","$aapl - apple developing sports, gaming, wellness apps for new headset",0.4404
2023-04-18 17:22:47+00:00,"$AAPL - APPLE DEVELOPING SPORTS, GAMING, WELLNESS APPS FOR NEW HEADSET","$aapl - apple developing sports, gaming, wellness apps for new headset",0.4404
2023-04-18 17:22:09+00:00,"*APPLE DEVELOPING SPORTS, GAMING, WELLNESS APPS FOR NEW HEADSET $AAPL","*apple developing sports, gaming, wellness apps for new headset $aapl",0.4404
2023-04-18 17:18:00+00:00,"Decided to grab the Apple Card with the unveiling of the savings account ðŸ’³

Do you have an Apple Card? $AAPL https://t.co/UH36HSGs13","decided to grab the apple card with the unveiling of the savings account ðÿ’³

do you have an apple card? $aapl ",0.0
2023-04-18 17:16:48+00:00,"Appleâ€™s first store in India is now open
https://t.co/U8Ij26xiCh
More news about $AAPL on #TickerTick https://t.co/m62JCDIsJ3","appleâ€™s first store in india is now open

more news about $aapl on tickertick ",0.0
2023-04-18 17:12:08+00:00,"$AAPL Apple Inc. (AAPL, $165.23) Surges 21.73% in Latest Quarterly Report, Indicating Potential Uptrend Continuation. #Apple Read more: https://t.co/4g1pwLxm0L https://t.co/UJ3ziamq3v","$aapl apple inc. (aapl, $165.23) surges 21.73% in latest quarterly report, indicating potential uptrend continuation. apple read more:  ",0.0
2023-04-18 17:05:44+00:00,"Why is Apple so focused on India? 
India is the 2nd largest mobile phone market in the world and one of the least penetrated.
According to IDC in 2022, 144m phones were shipped in India with an avg ASP of $242 = $32.3B in revs
$AAPL #tech","why is apple so focused on india? 
india is the 2nd largest mobile phone market in the world and one of the least penetrated.
according to idc in 2022, 144m phones were shipped in india with an avg asp of $242 = $32.3b in revs
$aapl tech",0.5214
2023-04-18 16:57:00+00:00,Goldman Sachs is watching for 'cannibalization' from Apple's new savings account https://t.co/fApZjIst9G $AAPL $GS,goldman sachs is watching for 'cannibalization' from apple's new savings account  $aapl $gs,0.0
2023-04-18 16:48:17+00:00,"ðŸ Apple unveils Apple Card Savings account with 4.15% yield! ðŸ¤‘ No minimum balance, access from Wallet app. ðŸ’³ #AppleCard #Savings $AAPL","ðÿ apple unveils apple card savings account with 4.15% yield! ðÿ¤‘ no minimum balance, access from wallet app. ðÿ’³ applecard savings $aapl",-0.3595
2023-04-18 16:42:30+00:00,"#Apple launches a deposit account, in the U.S., with a yield of 4.15 percent. You can open it directly from your apple wallet. Are banks set to close? Does @elonmusk also want to do the same with #Twitter? $AAPL","apple launches a deposit account, in the u.s., with a yield of 4.15 percent. you can open it directly from your apple wallet. are banks set to close? does  also want to do the same with twitter? $aapl",0.168
2023-04-18 16:42:06+00:00,"Imagine the powerhouse that would be created if $AAPL acquired $GS and $DIS. From tech to finance to entertainment, they'd have it all. #apple #goldmansachs #disney #acquisition #powermove","imagine the powerhouse that would be created if $aapl acquired $gs and $dis. from tech to finance to entertainment, they'd have it all. apple goldmansachs disney acquisition powermove",0.5859
2023-04-18 16:41:35+00:00,"CASETiFY Launches Flexi Band - the most comfortable and stylish watchband for Apple and Samsung watches

$BAND $AAPL","casetify launches flexi band - the most comfortable and stylish watchband for apple and samsung watches

$band $aapl",0.5563
2023-04-18 16:40:04+00:00,"@charliebilello Itâ€™s not $AAPL, itâ€™s $GS trying to save their Marcus business by using a â€œbrandedâ€ (or separately branded) banking product.  Apple only gets marketing fees for use of its name, etc.  Money is on $GS balance sheet."," itâ€™s not $aapl, itâ€™s $gs trying to save their marcus business by using a â€œbrandedâ€ (or separately branded) banking product.  apple only gets marketing fees for use of its name, etc.  money is on $gs balance sheet.",0.4939
2023-04-18 16:39:33+00:00,Heart Analyzer app for iPhone and Apple Watch overhauled with new 'Dashboard' and more for your Health data https://t.co/hR8HXHaZrg $AAPL https://t.co/7LH2CKX7qP,heart analyzer app for iphone and apple watch overhauled with new 'dashboard' and more for your health data  $aapl ,0.0
2023-04-18 16:37:43+00:00,$AAPL Apple opens first India store in market push https://t.co/IJWXxjjPit,$aapl apple opens first india store in market push ,0.0
2023-04-18 16:37:43+00:00,$AAPL Apple Opens Another Front in the War on Cash. Should Big Banks Be Worried https://t.co/FSIPaaJ3U3,$aapl apple opens another front in the war on cash. should big banks be worried ,-0.7269
2023-04-18 16:37:42+00:00,$AAPL Apple Opens First India Store in Mumbai https://t.co/0WsITs1y8L,$aapl apple opens first india store in mumbai ,0.0
2023-04-18 16:33:14+00:00,"Apple opened two new retail outlets in India (Mumbai &amp; New Delhi). Apple's penetration is still very less there. By moving manufacturing units from China, Tim Cook wants to minimize geopolitical risk and tap  Indian market at the same time $AAPL $SPY","apple opened two new retail outlets in india (mumbai &amp; new delhi). apple's penetration is still very less there. by moving manufacturing units from china, tim cook wants to minimize geopolitical risk and tap  indian market at the same time $aapl $spy",-0.2732
2023-04-18 16:33:00+00:00,"Options + Stock Alerts
Discord link below

https://t.co/Xg6ucbXo4w

$APT $JAKK $DYNT $SPV $LMND $GNUS $GRAF $BIOL $NOVN $WKHS $CARV $SPX $SOLO $W $JAGX $INO $BYFC $TSLA $SPY $BOXL $AAPL $AYRO $BNGO $DKNG $APPL https://t.co/WcLdWKwfxp","options + stock alerts
discord link below



$apt $jakk $dynt $spv $lmnd $gnus $graf $biol $novn $wkhs $carv $spx $solo $w $jagx $ino $byfc $tsla $spy $boxl $aapl $ayro $bngo $dkng $appl ",-0.4019
2023-04-18 16:29:42+00:00,"Apple has officially opened its first retail store in India - WSJ

$AAPL #AAPL #indiaðŸ‡®ðŸ‡³","apple has officially opened its first retail store in india - wsj

$aapl aapl indiaðÿ‡®ðÿ‡³",0.0
2023-04-18 16:29:06+00:00,"Apple Savings Account with High Interest Rate looks amazing but is this a way to bring people into a Chinese social credit system. You tweet something bad, your account is frozen. Just a thought. $AAPL #AppleSavings","apple savings account with high interest rate looks amazing but is this a way to bring people into a chinese social credit system. you tweet something bad, your account is frozen. just a thought. $aapl applesavings",0.2617
2023-04-18 16:29:00+00:00,$AAPL this account may be the best place for most people to keep their money. It could be Huge for Apple.ðŸ˜ƒ https://t.co/nRWB8W7ofF,$aapl this account may be the best place for most people to keep their money. it could be huge for apple.ðÿ˜ƒ ,0.7579
2023-04-18 16:28:28+00:00,"$AAPL (1min Chart - Algo Red Line)  
#Apple might be giving banks a run for their ðŸ’°

https://t.co/R3k3YGCecB

#OptionsTrading  #StockMarket $SPY $ES $QQQ $NQ $VIX $TSLA $NVDA https://t.co/ACI0u1W00M","$aapl (1min chart - algo red line)  
apple might be giving banks a run for their ðÿ’°



optionstrading  stockmarket $spy $es $qqq $nq $vix $tsla $nvda ",0.34
2023-04-18 16:26:06+00:00,"$SPCE huge purchase just went through. SQUEEZE!!âœˆ

https://t.co/qjsBrZVT90

$JZXN $MULN $PBLA $GMBL $SDC $NRBO $SPY $NVDA $ROKU $EBAY $AMD $BB $DAL $DOW $AAPL $ESE $CRON $DGLY $amzn $PEGY $HLBZ $ARVL $AGRI $TSLA $SONM $TRKA $PBTS $COSM https://t.co/Mwi7kYsYY7","$spce huge purchase just went through. squeeze!!âœˆ



$jzxn $muln $pbla $gmbl $sdc $nrbo $spy $nvda $roku $ebay $amd $bb $dal $dow $aapl $ese $cron $dgly $amzn $pegy $hlbz $arvl $agri $tsla $sonm $trka $pbts $cosm ",0.4374
2023-04-18 16:21:39+00:00,"$AAPL NEW ARTICLE : Apple Opens First Store in India, a Promising Frontier for the Tech Giant https://t.co/HDytZPd5k6","$aapl new article : apple opens first store in india, a promising frontier for the tech giant ",0.4019
2023-04-18 16:21:11+00:00,Tim Cook greets man with a 1989 Macintosh SE at the opening of Apple's first store in India https://t.co/P9LpUNK5EZ $AAPL https://t.co/5pxrBnJdaN,tim cook greets man with a 1989 macintosh se at the opening of apple's first store in india  $aapl ,0.1531
2023-04-18 16:19:02+00:00,Apple is growing its ambitions in India through stores and iPhone assemblies $AAPL https://t.co/PG3cxhQSfN,apple is growing its ambitions in india through stores and iphone assemblies $aapl ,0.1779
2023-04-18 16:16:58+00:00,"Rumors are making the rounds that Bob Iger may have been brought back to sell Disney to Apple
$DIS $AAPL","rumors are making the rounds that bob iger may have been brought back to sell disney to apple
$dis $aapl",0.0
2023-04-18 16:16:55+00:00,Fortune Magazine Tweets Rumors Are Making The Rounds That Bob Iger May Have Been Brought Back To Sell Disney To Apple; $AAPL https://t.co/PPsYZGmHEi @benzinga Rumors has it.,fortune magazine tweets rumors are making the rounds that bob iger may have been brought back to sell disney to apple; $aapl   rumors has it.,0.0
2023-04-18 16:16:28+00:00,"ðŸ“±Congrats to fellow Indians!

Tim Cook opens first Apple store in India | CNN Business 
https://t.co/cwdj9MLYb3 

$AAPL #iPhone #Apple #India #TimCook #CNN","ðÿ“±congrats to fellow indians!

tim cook opens first apple store in india | cnn business 
 

$aapl iphone apple india timcook cnn",0.0
2023-04-18 16:15:00+00:00,"Depositors pull nearly $60 billion from 3 US banks as Apple $AAPL launches its 4.15% APY savings account, according to FT. https://t.co/XU9SqSZjsz","depositors pull nearly $60 billion from 3 us banks as apple $aapl launches its 4.15% apy savings account, according to ft. ",0.0
2023-04-18 16:14:34+00:00,"$DIS $AAPL Rumors are making the rounds that Bob Iger may have been brought back to sell Disney to Apple

https://t.co/r92YPBy085","$dis $aapl rumors are making the rounds that bob iger may have been brought back to sell disney to apple

",0.0
2023-04-18 16:13:10+00:00,"$DIS $AAPL (THIS WAS OUT YESTERDAY)

Bob Iger names Steve Jobs as chief inspiration behind dramatic return as Disney CEO amid persistent rumors of a sale to Apple - Fortune

https://t.co/uVfnTDwpLi","$dis $aapl (this was out yesterday)

bob iger names steve jobs as chief inspiration behind dramatic return as disney ceo amid persistent rumors of a sale to apple - fortune

",0.5267
2023-04-18 16:13:00+00:00,"ðŸŸ¢ Apple Opens First Store in India, a Promising Frontier for the Tech Giant https://t.co/zv470e38gr $AAPL","ðÿÿ¢ apple opens first store in india, a promising frontier for the tech giant  $aapl",0.4019
2023-04-18 16:11:48+00:00,"$AAPL has so many strong moats that it's not funny

1. iPhone 
2. Airpods
3. Apple Watch
4. Macbook
5. App Store
6. Advertising - coming up
7. Banking, Payments &amp; Lending
8. Apple Electric Cars - Rumoured https://t.co/UsfxL4pDLj","$aapl has so many strong moats that it's not funny

1. iphone 
2. airpods
3. apple watch
4. macbook
5. app store
6. advertising - coming up
7. banking, payments &amp; lending
8. apple electric cars - rumoured ",0.2897
2023-04-18 16:08:11+00:00,"Hi everyone, Make big profits with us https://t.co/qjsBrZVT90

 $SPY $TSLA $NVDA $ROKU $EBAY $AMD $BB $DAL $DOW $AAPL $ESE $CRON $DGLY $amzn https://t.co/tW6zts2d7K","hi everyone, make big profits with us 

 $spy $tsla $nvda $roku $ebay $amd $bb $dal $dow $aapl $ese $cron $dgly $amzn ",0.4404
2023-04-18 16:03:28+00:00,"- Americans arrested for Chinese surveillance in NYC
- DeSantis looks to take inspection power from Disney $DIS
- US vs EU battle for green energy subsidies 
-  SEC ramps up case against Bittrex
- Apple partners w/ Goldman on 4.15% APY savings account $AAPL $GS
- Tax Day","- americans arrested for chinese surveillance in nyc
- desantis looks to take inspection power from disney $dis
- us vs eu battle for green energy subsidies 
-  sec ramps up case against bittrex
- apple partners w/ goldman on 4.15% apy savings account $aapl $gs
- tax day",-0.5574
2023-04-18 16:02:39+00:00,"#Other
#Technology #Finance #FinancialMarkets 
#SomewhatBullish
$GS $AAPL 
2023/04/19 00:51
Apple Card Savings Account Launched! Che...
https://t.co/gt3Iv0ortg","other
technology finance financialmarkets 
somewhatbullish
$gs $aapl 
2023/04/19 00:51
apple card savings account launched! che...
",0.2003
2023-04-18 16:00:11+00:00,Tim Cook Apple CEO surprised to see 1984 Mac at opening of first store in India $AAPL https://t.co/2Zdc7onKed,tim cook apple ceo surprised to see 1984 mac at opening of first store in india $aapl ,0.2263
2023-04-18 16:00:03+00:00,"Top 5 Most Mentioned Tickers in Fintwit now:

1. $NVDA NVIDIA +2.99%
2. $BLU BELLUS +98.35%
3. $JNJ Johnson -2.74%
4. $BAC Bank -1.07%
5. $AAPL Apple +0.29%

https://t.co/NWsnEcKPND

#fintwit #stocks #StockMarket #Stock","top 5 most mentioned tickers in fintwit now:

1. $nvda nvidia +2.99%
2. $blu bellus +98.35%
3. $jnj johnson -2.74%
4. $bac bank -1.07%
5. $aapl apple +0.29%



fintwit stocks stockmarket stock",0.2023
2023-04-18 15:59:30+00:00,$AAPL - Apple could better monetize base if Bing becomes default search option: BofA https://t.co/msWv2LR2AZ,$aapl - apple could better monetize base if bing becomes default search option: bofa ,0.4404
2023-04-18 15:59:17+00:00,Apple partners with Goldman Sachs on high-yield savings account | Fox Business $AAPL https://t.co/fCUS4Rs3CG,apple partners with goldman sachs on high-yield savings account | fox business $aapl ,0.0
2023-04-18 15:49:02+00:00,"[DeItaone]: $AAPL - Apple Seen Benefiting from Google, Microsoft Search Engine Race https://t.co/vHuw4RVdvV","[deitaone]: $aapl - apple seen benefiting from google, microsoft search engine race ",0.0
2023-04-18 15:48:18+00:00,"$AAPL Everyone keeps waiting for a #superapp to emerge but it already has: 

Apple owns banking/payment, wellness, entertainment 

Strategic choice to support old devices...

...and make money off of services from those devices

https://t.co/pIiSvgjd4A","$aapl everyone keeps waiting for a superapp to emerge but it already has: 

apple owns banking/payment, wellness, entertainment 

strategic choice to support old devices...

...and make money off of services from those devices

",0.9022
2023-04-18 15:47:26+00:00,"Apple has always been at the forefront of innovation. 

The iPod.

The iPhone.

The iPad. 

Ear pods.

Now, the iSavings account.

This begs the question... when the iMortgage? 

$AAPL https://t.co/BPTclVNDqn","apple has always been at the forefront of innovation. 

the ipod.

the iphone.

the ipad. 

ear pods.

now, the isavings account.

this begs the question... when the imortgage? 

$aapl ",0.3818
2023-04-18 15:44:49+00:00,"ðŸš¨ BREAKING NEWS ðŸš¨

Apple $AAPL launches high-yield savings account offering 4.15% APY. ðŸ¤¯
- Per @WatcherGuru

Only in 2023 could the world be so Fu**ed up that you get a 40%+ better interest rate than banks. ðŸ¤·â€â™‚ï¸

We are living through history. ðŸ¤¯ https://t.co/wez5R8EVIc","ðÿš¨ breaking news ðÿš¨

apple $aapl launches high-yield savings account offering 4.15% apy. ðÿ¤¯
- per 

only in 2023 could the world be so fu**ed up that you get a 40%+ better interest rate than banks. ðÿ¤·â€â™‚ï¸

we are living through history. ðÿ¤¯ ",0.7096
2023-04-18 15:44:11+00:00,Apple offers savings account with Goldman Sachs https://t.co/qpWo2VQhUF via @Inside $AAPL $GS,apple offers savings account with goldman sachs  via  $aapl $gs,0.0
2023-04-18 15:35:40+00:00,$AAPL Apple Revisited The Granddaughters Portfolios Are Looking Pretty https://t.co/hkeD7zo4TS,$aapl apple revisited the granddaughters portfolios are looking pretty ,0.4939
2023-04-18 15:35:40+00:00,$AAPL Apples New Savings Account What You Need to Know https://t.co/oaFxkeNpiu,$aapl apples new savings account what you need to know ,0.0
2023-04-18 15:35:39+00:00,$AAPL From iPhone 3G to first retail store Apples 15-year journey in India https://t.co/ZsueUzWJ9p,$aapl from iphone 3g to first retail store apples 15-year journey in india ,0.0
2023-04-18 15:35:36+00:00,"Apple Expected to Reap Rewards from Google and Microsoft's Search Engine Competition 
$AAPL 
 https://t.co/Bdd4WbgH5O","apple expected to reap rewards from google and microsoft's search engine competition 
$aapl 
 ",0.4767
2023-04-18 15:35:28+00:00,"$AAPL - Apple Seen Benefiting from Google, Microsoft Search Engine Race https://t.co/fMBbuas642","$aapl - apple seen benefiting from google, microsoft search engine race ",0.0
2023-04-18 15:27:35+00:00,"@JLinWins Yes Sir ðŸ™ŒðŸ¼  . Canâ€™t even start imagining the benefit deals theyâ€™ll be able to provide to its customers.. 

Amazon is already quite good with its Store card, but limited to Amazon businesses use Only ..But #Apple card? Just HUGE 

$AAPL"," yes sir ðÿ™œðÿ¼  . canâ€™t even start imagining the benefit deals theyâ€™ll be able to provide to its customers.. 

amazon is already quite good with its store card, but limited to amazon businesses use only ..but apple card? just huge 

$aapl",0.7874
2023-04-18 15:24:47+00:00,#Options Flow Grid Update $AAPL #OptionsTrading #Apple Shares â¬†ï¸0.51% to $166 #OptionsFlow #optionstrade #optiontrading #stocks #stock #StockMarket #investing #Investment #invest #investor #investors #UOA https://t.co/I8hjTlnne3 https://t.co/wfDzSQJFb7 https://t.co/Cal81luP2D,options flow grid update $aapl optionstrading apple shares â¬†ï¸0.51% to $166 optionsflow optionstrade optiontrading stocks stock stockmarket investing investment invest investor investors uoa   ,0.296
2023-04-18 15:19:39+00:00,Reading the tea leaves here; Apple $AAPL &amp; Goldman Sachs $GS offering a high yield savings product of &gt;4% signals to me that Fed fund rates will continue to remain elevated for some time. A higher floor puts pressure on co's to compete for investor dollars and drive real returns. https://t.co/zWJc8o0O4Y,reading the tea leaves here; apple $aapl &amp; goldman sachs $gs offering a high yield savings product of &gt;4% signals to me that fed fund rates will continue to remain elevated for some time. a higher floor puts pressure on co's to compete for investor dollars and drive real returns. ,-0.296
2023-04-18 15:16:55+00:00,"$AAPL Tim Cook opens Apple's 1st stores in India, the world's 2nd largest smartphone market","$aapl tim cook opens apple's 1st stores in india, the world's 2nd largest smartphone market",0.0
2023-04-18 15:13:47+00:00,"$AAPL Apple 
Possibly the high/top was today at 167,41$.

Attached is the 1-minute-chart, possibly/likely showing the first impuls down.

To be confirmed!!!
@rbswingtrader https://t.co/Gt0ZKIXNBC https://t.co/gNVkePQVa3","$aapl apple 
possibly the high/top was today at 167,41$.

attached is the 1-minute-chart, possibly/likely showing the first impuls down.

to be confirmed!!!
  ",0.0
2023-04-18 15:07:34+00:00,"Nest Thermostat gets Matter support today, including Apple Home compatibility https://t.co/52LjkrYAwt $AAPL https://t.co/YfjbqVGhNI","nest thermostat gets matter support today, including apple home compatibility  $aapl ",0.4215
2023-04-18 15:06:36+00:00,"$AAPL may return cash to shareholders at a record-breaking pace, based on a BBG analysis, despite a 24% climb in Apple's share price this year. Cash of $165B, coupled with expectations of over $300B of cash flow over the next three years, could propel buybacks to all-time highs. https://t.co/Id1Dwj2hm2","$aapl may return cash to shareholders at a record-breaking pace, based on a bbg analysis, despite a 24% climb in apple's share price this year. cash of $165b, coupled with expectations of over $300b of cash flow over the next three years, could propel buybacks to all-time highs. ",0.296
